p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,keyword,type,brand,X_type,X_name,capacitysource
志高（CHIGO） 智能王KFR-51LW/IBP88+N2A+Y2直流变频二级2匹柜机,志高远博专卖店,11409974149,7299.00,5999.00,10,94,10,1,0,制冷制热快,志高（CHIGO） 志高（CHIGO） 智能王KFR-51LW/IBP88+N2A+Y2直流变频二级2匹柜机 11409974149 志高远博专卖店 40.0kg 中国大陆  KFR-51LW/IBP88+N2A+Y2 变频 冷暖空调 圆柱式空调 白色 2匹 二级能效 30-40㎡ 立柜式空调,志高,变频,志高（CHIGO） 智能王KFR-51LW/IBP88+N2A+Y2直流变频二级2匹柜机,
志高（CHIGO） KFR-51L/R58+N3 2匹 立柜式 定频 冷暖 空调柜机 2匹,志高志联鑫专卖店,16982599542,5099.00,3999.00,20,95,20,1,0,送货快 安装速度 机器漂亮 外机噪音小 服务很好 制冷比较快,志高（CHIGO） 志高（CHIGO） KFR-51L/R58+N3 2匹 立柜式 定频 冷暖 空调柜机 2匹 16982599542 志高志联鑫专卖店 46.0kg 中国大陆 定频 冷暖空调 自动清洁 白色 2匹 三级能效 20-30㎡ 立柜式空调,志高,定频,志高（CHIGO） KFR-51L/R58+N3 2匹 立柜式 定频 冷暖 空调柜机 2匹,
志高（CHIGO） 智能云直流变频节能圆柱空调KFR-72LW/IBP90+N1A+Y2 KFR-72LW/IBP90+N1A+Y2,志高依莱达专卖店,11284436768,10990.00,10299.00,6,100,6,0,0,,志高（CHIGO） 志高（CHIGO） 智能云直流变频节能圆柱空调KFR-72LW/IBP90+N1A+Y2 KFR-72LW/IBP90+N1A+Y2 11284436768 志高依莱达专卖店 44.0kg 中国大陆 变频 冷暖空调 圆柱式空调，高能效空调，智能空调，变频空调，静音空调，全直流变频，自动清洁 其他 3匹 一级能效 30-40㎡ 立柜式空调,志高,变频,志高（CHIGO） 智能云直流变频节能圆柱空调KFR-72LW/IBP90+N1A+Y2 KFR-72LW/IBP90+N1A+Y2,
志高（CHIGO） KFR-72L/IBP90+N1A+Y2 3匹 一级智能变频空调柜机 3匹,志高志联鑫专卖店,11296088879,11590.00,9999.00,0,100,0,0,0,,志高（CHIGO） 志高（CHIGO） KFR-72L/IBP90+N1A+Y2 3匹 一级智能变频空调柜机 3匹 11296088879 志高志联鑫专卖店 55.0kg 中国大陆 变频 冷暖空调 全直流变频 其他 3匹 一级能效 30-40㎡ 立柜式空调,志高,变频,志高（CHIGO） KFR-72L/IBP90+N1A+Y2 3匹 一级智能变频空调柜机 3匹,
志高（CHIGO） 3匹定速定频冷暖圆柱柜机静音立方送风独立除湿NEW-LD24C1H3,志高依莱达专卖店,17966335413,6099.00,5799.00,0,100,0,0,0,,志高（CHIGO） 志高（CHIGO） 3匹定速定频冷暖圆柱柜机静音立方送风独立除湿NEW-LD24C1H3 17966335413 志高依莱达专卖店 107.0kg 定频 冷暖空调 圆柱式空调，静音空调，自动清洁 白色有花纹 3匹 三级能效 30-40㎡ 立柜式空调,志高,定频,志高（CHIGO） 3匹定速定频冷暖圆柱柜机静音立方送风独立除湿NEW-LD24C1H3,
志高(CHIGO) 5匹 柜机冷暖定频空调 节能静KFR-120LW/E41+N3,北京国运宏业专营店,11949706169,9999.00,7799.00,10,92,10,0,1,制冷速度快 送货快 外机噪音小 制冷制热快 服务很好,志高（CHIGO） 志高(CHIGO) 5匹 柜机冷暖定频空调 节能静KFR-120LW/E41+N3 11949706169 北京国运宏业专营店 77.0kg 中国大陆 定频 冷暖空调 自动清洁 白色 5匹及以上 三级能效 40㎡以上 立柜式空调,志高,定频,志高(CHIGO) 5匹 柜机冷暖定频空调 节能静KFR-120LW/E41+N3,
科龙（KELON） 科龙(Kelon) KFR-50LW/VIF-N2(2N14),科龙官方旗舰店,10389304823,4999.00,3799.00,100,93,100,5,6,安装速度 声音小 机器漂亮 服务很好 空调质量好 制冷效果好 制冷比较快 制冷速度快 送货快 外机噪音小,科龙（KELON） 科龙（KELON） 科龙(Kelon) KFR-50LW/VIF-N2(2N14) 10389304823 科龙官方旗舰店 94.0kg 中国大陆 定频 冷暖空调 白色有花纹 2匹 二级能效 20-30㎡ 立柜式空调,科龙,定频,科龙（KELON） 科龙(Kelon) KFR-50LW/VIF-N2(2N14),
志高空调（CHIGO）KFR-120LW/E41+N3   5匹定频3级能效比立柜冷暖空调,志高远博专卖店,11184208647,10199.00,7799.00,30,97,20,0,1,安装速度 制冷速度快 制冷效果好 机器漂亮 送货快 声音小 外机噪音小 服务很好 制冷比较快 空调质量好,志高（CHIGO） 志高空调（CHIGO）KFR-120LW/E41+N3   5匹定频3级能效比立柜冷暖空调 11184208647 志高远博专卖店 52.0kg 中国大陆 KFR-120LW/E41+N3 定频 冷暖空调 白色 5匹及以上 三级能效 40㎡以上 立柜式空调,志高,定频,志高空调（CHIGO）KFR-120LW/E41+N3   5匹定频3级能效比立柜冷暖空调,
科龙（KELON） 科龙(Kelon) 2匹 KFR-50LW/EFLVA2(1P12),科龙官方旗舰店,14023406363,6799.00,4799.00,1,100,1,0,0,,科龙（KELON） 科龙（KELON） 科龙(Kelon) 2匹 KFR-50LW/EFLVA2(1P12) 14023406363 科龙官方旗舰店 87.0kg 中国大陆 变频 冷暖空调 白色 2匹 二级能效 30-40㎡ 立柜式空调,科龙,变频,科龙（KELON） 科龙(Kelon) 2匹 KFR-50LW/EFLVA2(1P12),
长虹（CHANGHONG） 圆柱变频空调KFR-50LW/ZDVPF(W1-J)+A2,长虹空调旗舰店,1627454673,5999.00,5699.00,200,96,200,4,5,机器漂亮 服务很好 空调质量好 制冷速度快 制冷效果好 安装速度 送货快 制冷制热快 一般 声音小,长虹（CHANGHONG） 长虹（CHANGHONG） 圆柱变频空调KFR-50LW/ZDVPF(W1-J)+A2 1627454673 长虹空调旗舰店 54.0kg 变频 冷暖空调 圆柱式空调，高能效空调，变频空调，静音空调，全直流变频，自动清洁 白色 2匹 二级能效 20-30㎡ 立柜式空调,长虹,变频,长虹（CHANGHONG） 圆柱变频空调KFR-50LW/ZDVPF(W1-J)+A2,
科龙（KELON） KFR-72LW/VIF-N2(3D03),科龙官方旗舰店,10389323660,5699.00,4799.00,100,96,100,2,4,制冷比较快 机器漂亮 送货快 服务很好 安装速度 制冷制热快 制冷速度快 制冷效果好 空调质量好 制热效果好,科龙（KELON） 科龙（KELON） KFR-72LW/VIF-N2(3D03) 10389323660 科龙官方旗舰店 108.0kg 中国大陆 定频 冷暖空调 白色有花纹 3匹 二级能效 30-40㎡ 立柜式空调,科龙,定频,科龙（KELON） KFR-72LW/VIF-N2(3D03),
扬子（YAIR）3匹 一级能效 变频 智能 京东微联APP控制 冷暖 纯圆柱空调柜机 KFRd-72LW/(72W1906)-A1(B),扬子空调自营旗舰店,4934809,7899.00,7599.00,0,100,0,0,0,,YAIR YAIRKFRd-72LW/(72W1906)-A1(B) 4934809 41.0kg 中国大陆 变频 0元安装，圆柱式空调，高能效空调，智能空调，变频空调，静音空调，全直流变频，自动清洁 冷暖空调 3匹 一级能效 30-40㎡ 立柜式空调,扬子,变频,YAIRKFRd-72LW/(72W1906)-A1(B),
海信（Hisense） 2匹 立柜式变频空调 KFR-50LW/EF19A3(1P11),海信空调旗舰店,11261202015,6599.00,5299.00,80,86,70,4,7,机器漂亮 安装速度 服务很好 空调质量好 变频省电 声音小 外机噪音小 制冷比较快 送货快,海信（Hisense） 海信（Hisense） 2匹 立柜式变频空调 KFR-50LW/EF19A3(1P11) 11261202015 海信空调旗舰店 84.5kg 中国大陆 变频 冷暖空调 白色 2匹 三级能效 20-30㎡ 立柜式空调,海信,变频,海信（Hisense） 2匹 立柜式变频空调 KFR-50LW/EF19A3(1P11),
海信（Hisense） 2匹变频一级圆柱柜机立柜空调KFR-50LW/A8K800Z-A1 白色,汇赚全专营店,16875499423,7899.00,7599.00,0,100,0,0,0,,海信（Hisense） 海信（Hisense） 2匹变频一级圆柱柜机立柜空调KFR-50LW/A8K800Z-A1 白色 16875499423 汇赚全专营店 31.5kg 中国大陆 变频 冷暖空调 变频空调 白色 2匹 一级能效 30-40㎡ 立柜式空调,海信,变频,海信（Hisense） 2匹变频一级圆柱柜机立柜空调KFR-50LW/A8K800Z-A1 白色,
海信2匹立柜式二级节能静音冷暖变频空调KFR-50LW/A8K881H-A2(1P12）,海信科龙容声电器专营店,1542776607,7699.00,6499.00,40,100,40,0,0,外机噪音小 安装速度 声音小 机器漂亮 制冷制热快 送货快 制冷比较快 制冷速度快 一般 服务很好,海信（Hisense） 海信2匹立柜式二级节能静音冷暖变频空调KFR-50LW/A8K881H-A2(1P12） 1542776607 海信科龙容声电器专营店 71.5kg 变频 冷暖空调 静音空调 白色 2匹 二级能效 20-30㎡ 立柜式空调,海信,变频,海信2匹立柜式二级节能静音冷暖变频空调KFR-50LW/A8K881H-A2(1P12）,
海信(Hisense)2匹变频一级立柜式圆柱柜机空调KFR-50LW/A8T901Z-A1 金色,汇赚全专营店,16925464715,13999.00,11999.00,0,100,0,0,0,,海信（Hisense） 海信(Hisense)2匹变频一级立柜式圆柱柜机空调KFR-50LW/A8T901Z-A1 金色 16925464715 汇赚全专营店 36.0kg 中国大陆 变频 冷暖空调 变频空调 金色 2匹 一级能效 30-40㎡ 立柜式空调,海信,变频,海信(Hisense)2匹变频一级立柜式圆柱柜机空调KFR-50LW/A8T901Z-A1 金色,
海信（Hisense）3匹 海信男神空调KFR-72LW/A8X600Z-A1(2N30),海信科龙容声电器专营店,14194897202,14999.00,10599.00,0,100,0,0,0,,海信（Hisense） 海信（Hisense）3匹 海信男神空调KFR-72LW/A8X600Z-A1(2N30) 14194897202 海信科龙容声电器专营店 103.0kg 变频 冷暖空调 其他 3匹 一级能效 30-40㎡ 立柜式空调,海信,变频,海信（Hisense）3匹 海信男神空调KFR-72LW/A8X600Z-A1(2N30),
海信（Hisense） 3匹 立柜式空调 KFR-72LW/EF18Z-A2(2N01),海信空调旗舰店,11869631989,8899.00,7599.00,10,100,10,0,0,机器漂亮 空调质量好 制冷效果好 服务很好 声音小,海信（Hisense） 海信（Hisense） 3匹 立柜式空调 KFR-72LW/EF18Z-A2(2N01) 11869631989 海信空调旗舰店 98.0kg 中国大陆 变频 冷暖空调 金色 3匹 二级能效 30-40㎡ 立柜式空调,海信,变频,海信（Hisense） 3匹 立柜式空调 KFR-72LW/EF18Z-A2(2N01),
海信(Hisense) 2匹智能一级能效冷暖柜机空调 直流变频 控温控湿双清 X600 KFR-50LW/A8X600Z-A1(1P38) 男神系列,四川鑫互利专营店,17159054365,9599.00,8999.00,0,100,0,0,0,,海信（Hisense） 海信(Hisense) 2匹智能一级能效冷暖柜机空调 直流变频 控温控湿双清 X600 KFR-50LW/A8X600Z-A1(1P38) 男神系列 17159054365 四川鑫互利专营店 36.5kg 中国大陆 变频 圆柱式空调，智能空调，变频空调，全直流变频 冷暖空调 2匹 一级能效 20-30㎡ 立柜式空调,海信,变频,海信(Hisense) 2匹智能一级能效冷暖柜机空调 直流变频 控温控湿双清 X600 KFR-50LW/A8X600Z-A1(1P38) 男神系列,
海信（Hisense） KFR-72LW/EF19A3(2N06) 3匹 立柜式变频空调,海信空调旗舰店,11261886837,7599.00,6299.00,10,91,10,0,1,声音小 制冷效果好,海信（Hisense） 海信（Hisense） KFR-72LW/EF19A3(2N06) 3匹 立柜式变频空调 11261886837 海信空调旗舰店 96.0kg 中国大陆 变频 冷暖空调 白色 3匹 三级能效 30-40㎡ 立柜式空调,海信,变频,海信（Hisense） KFR-72LW/EF19A3(2N06) 3匹 立柜式变频空调,
海信5匹防爆空调可用于危化品仓库/蓄电池室/调漆室等场所BKFR-120LW（标配） 辅材包：10米联机管+1副支架+5米动力线,海信易博专卖店,12695815590,51000.00,48800.00,0,100,0,0,0,,海信（Hisense） 海信5匹防爆空调可用于危化品仓库/蓄电池室/调漆室等场所BKFR-120LW（标配） 辅材包：10米联机管+1副支架+5米动力线 12695815590 海信易博专卖店 120.0kg 定频 冷暖空调 静音空调 白色 5匹及以上 二级能效 40㎡以上 立柜式空调,海信,定频,海信5匹防爆空调可用于危化品仓库/蓄电池室/调漆室等场所BKFR-120LW（标配） 辅材包：10米联机管+1副支架+5米动力线,
海信3匹立柜式网络机房空调/ups空调/基站空调KFR-75LW 辅材包：10米联机管+1副支架+5米动力线,海信易博专卖店,12695842088,16000.00,15300.00,2,100,2,0,0,,海信（Hisense） 海信3匹立柜式网络机房空调/ups空调/基站空调KFR-75LW 辅材包：10米联机管+1副支架+5米动力线 12695842088 海信易博专卖店 83.0kg 定频 冷暖空调 静音空调 白色 3匹 二级能效 30-40㎡ 立柜式空调,海信,定频,海信3匹立柜式网络机房空调/ups空调/基站空调KFR-75LW 辅材包：10米联机管+1副支架+5米动力线,
海信(Hisense) 2匹智能空调圆柱柜机冷暖二级能效 FPA全净化直流变频T920 KFR-50LW/A8T920Z-A2(1P21) 智炫系列,四川鑫互利专营店,16842662874,10999.00,9999.00,0,100,0,0,0,,海信（Hisense） 海信(Hisense) 2匹智能空调圆柱柜机冷暖二级能效 FPA全净化直流变频T920 KFR-50LW/A8T920Z-A2(1P21) 智炫系列 16842662874 四川鑫互利专营店 53.0kg 中国大陆 变频 圆柱式空调，智能空调，变频空调，全直流变频 冷暖空调 2匹 二级能效 20-30㎡ 立柜式空调,海信,变频,海信(Hisense) 2匹智能空调圆柱柜机冷暖二级能效 FPA全净化直流变频T920 KFR-50LW/A8T920Z-A2(1P21) 智炫系列,
海信(Hisense)3匹变频一级立柜式机圆柱空调 KFR-72LW/A8T901Z-A1 金色,汇赚全专营店,16925856136,15999.00,13599.00,0,100,0,0,0,,海信（Hisense） 海信(Hisense)3匹变频一级立柜式机圆柱空调 KFR-72LW/A8T901Z-A1 金色 16925856136 汇赚全专营店 36.0kg 中国大陆 变频 冷暖空调 变频空调 金色 3匹 一级能效 40㎡以上 立柜式空调,海信,变频,海信(Hisense)3匹变频一级立柜式机圆柱空调 KFR-72LW/A8T901Z-A1 金色,
海信(Hisense) 2P变频立柜机圆柱式空调 一级节能冷暖 智能控制纳米水离子K800 KFR-50LW/A8K800Z-A1(1P38) 女神系列,四川鑫互利专营店,16842090042,7699.00,7399.00,0,100,0,0,0,,海信（Hisense） 海信(Hisense) 2P变频立柜机圆柱式空调 一级节能冷暖 智能控制纳米水离子K800 KFR-50LW/A8K800Z-A1(1P38) 女神系列 16842090042 四川鑫互利专营店 70.5kg 中国大陆 变频 高能效空调，变频空调，静音空调，全直流变频 冷暖空调 2匹 一级能效 20-30㎡ 立柜式空调,海信,变频,海信(Hisense) 2P变频立柜机圆柱式空调 一级节能冷暖 智能控制纳米水离子K800 KFR-50LW/A8K800Z-A1(1P38) 女神系列,
海信（Hisense） 3匹变频柜机KFR-72LW/A8X700Z-A2(2N01),汇赚全专营店,18133708595,8999.00,7799.00,0,100,0,0,0,,海信（Hisense） 海信（Hisense） 3匹变频柜机KFR-72LW/A8X700Z-A2(2N01) 18133708595 汇赚全专营店 32.0kg 变频 冷暖空调 圆柱式空调，变频空调 白色 3匹 二级能效 40㎡以上 立柜式空调,海信,变频,海信（Hisense） 3匹变频柜机KFR-72LW/A8X700Z-A2(2N01),
海信5匹立柜式网络机房空调/ups空调/基站空调KFR-120LW 辅材包：5米联机管+1副支架+5米动力线,海信易博专卖店,12695947497,19000.00,17600.00,0,100,0,0,0,,海信（Hisense） 海信5匹立柜式网络机房空调/ups空调/基站空调KFR-120LW 辅材包：5米联机管+1副支架+5米动力线 12695947497 海信易博专卖店 120.0kg 定频 冷暖空调 静音空调 白色 5匹及以上 二级能效 40㎡以上 立柜式空调,海信,定频,海信5匹立柜式网络机房空调/ups空调/基站空调KFR-120LW 辅材包：5米联机管+1副支架+5米动力线,
海信(Hisense)5匹立柜式节能静音家用商用冷暖空调KUR-125LW/S521-3,海信科龙容声电器专营店,10062710329,10999.00,7999.00,10,92,10,0,1,,海信（Hisense） 海信(Hisense)5匹立柜式节能静音家用商用冷暖空调KUR-125LW/S521-3  10062710329 海信科龙容声电器专营店 156.0kg 定频 静音空调 白色 冷暖空调 三级能效 40㎡以上 立柜式空调,海信,定频,海信(Hisense)5匹立柜式节能静音家用商用冷暖空调KUR-125LW/S521-3,
海信（Hisense）2匹 海信男神空调KFR-50LW/A8X600Z-A1(1P38),海信科龙容声电器专营店,14194509134,11999.00,9599.00,0,100,0,0,0,,海信（Hisense） 海信（Hisense）2匹 海信男神空调KFR-50LW/A8X600Z-A1(1P38) 14194509134 海信科龙容声电器专营店 90.5kg 变频 冷暖空调 其他 2匹 一级能效 20-30㎡ 立柜式空调,海信,变频,海信（Hisense）2匹 海信男神空调KFR-50LW/A8X600Z-A1(1P38),
海信5匹立柜式节能静音商用大风量冷暖空调柜机 KUR-125LW/S521-3 白色,海信易博专卖店,10261146324,10999.00,8299.00,3,100,3,0,0,制热效果好 变频省电 服务很好 安装速度,海信（Hisense） 海信5匹立柜式节能静音商用大风量冷暖空调柜机 KUR-125LW/S521-3 白色 10261146324 海信易博专卖店 156.0kg 定频 冷暖空调 白色 5匹及以上 三级能效 40㎡以上 立柜式空调,海信,定频,海信5匹立柜式节能静音商用大风量冷暖空调柜机 KUR-125LW/S521-3 白色,
海信(Hisense) 2匹圆柱式冷暖柜机空调 直流变频二级节能 智能wifi控制X700 KFR-50LW/A8X700Z-A2(1P12) 炫风系列,四川鑫互利专营店,16843233880,6999.00,6399.00,0,100,0,0,0,,海信（Hisense） 海信(Hisense) 2匹圆柱式冷暖柜机空调 直流变频二级节能 智能wifi控制X700 KFR-50LW/A8X700Z-A2(1P12) 炫风系列 16843233880 四川鑫互利专营店 41.0kg 变频 智能空调，变频空调，全直流变频 冷暖空调 2匹 二级能效 20-30㎡ 立柜式空调,海信,变频,海信(Hisense) 2匹圆柱式冷暖柜机空调 直流变频二级节能 智能wifi控制X700 KFR-50LW/A8X700Z-A2(1P12) 炫风系列,
海信（Hisense） 空调3匹冷暖WiFi变频KFR-72LW/A8X700Z-A2,顺电官方旗舰店,12138341417,9999.00,9930.00,0,100,0,0,0,,海信（Hisense） 海信（Hisense） 空调3匹冷暖WiFi变频KFR-72LW/A8X700Z-A2 12138341417 顺电官方旗舰店 83.0kg 中国大陆 143580 变频 冷暖空调 智能空调 白色 3匹 二级能效 40㎡以上 立柜式空调,海信,变频,海信（Hisense） 空调3匹冷暖WiFi变频KFR-72LW/A8X700Z-A2,
海信5匹防爆空调可用于危化品仓库/蓄电池室/调漆室等场所BKFR-120LW（简配） 辅材包：5米联机管+1副支架+5米动力线,海信易博专卖店,12695732815,31850.00,28800.00,1,100,1,0,0,,海信（Hisense） 海信5匹防爆空调可用于危化品仓库/蓄电池室/调漆室等场所BKFR-120LW（简配） 辅材包：5米联机管+1副支架+5米动力线 12695732815 海信易博专卖店 200.0kg 定频 冷暖空调 静音空调 白色 5匹及以上 二级能效 40㎡以上 立柜式空调,海信,定频,海信5匹防爆空调可用于危化品仓库/蓄电池室/调漆室等场所BKFR-120LW（简配） 辅材包：5米联机管+1副支架+5米动力线,
海信3匹防爆空调可用于危化品仓库/蓄电池室/调漆室等场所BKFR-75LW（标配） 辅材包：10米联机管+1副支架+5米动力线,海信易博专卖店,12695795166,41000.00,40200.00,0,100,0,0,0,,海信（Hisense） 海信3匹防爆空调可用于危化品仓库/蓄电池室/调漆室等场所BKFR-75LW（标配） 辅材包：10米联机管+1副支架+5米动力线 12695795166 海信易博专卖店 120.0kg 定频 冷暖空调 静音空调 白色 3匹 二级能效 30-40㎡ 立柜式空调,海信,定频,海信3匹防爆空调可用于危化品仓库/蓄电池室/调漆室等场所BKFR-75LW（标配） 辅材包：10米联机管+1副支架+5米动力线,
海信(Hisense) 3匹冷暖节能wifi控制柜机空调 直流双模变频一级能效K800 KFR-72LW/A8K800Z-A1(2N24) 女神系列,四川鑫互利专营店,17160025887,8699.00,8399.00,0,100,0,0,0,,海信（Hisense） 海信(Hisense) 3匹冷暖节能wifi控制柜机空调 直流双模变频一级能效K800 KFR-72LW/A8K800Z-A1(2N24) 女神系列 17160025887 四川鑫互利专营店 83.0kg 中国大陆 变频 高能效空调，智能空调，变频空调，全直流变频 冷暖空调 3匹 一级能效 30-40㎡ 立柜式空调,海信,变频,海信(Hisense) 3匹冷暖节能wifi控制柜机空调 直流双模变频一级能效K800 KFR-72LW/A8K800Z-A1(2N24) 女神系列,
